time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Color Code,Frequency
2022-05-22 14:58:08.446310,1.7492602206277963,8.466553981835764,17.127754718480002,39.84160681563145,39.87841679199074,58.282023120426395,63.75415838880232,99.28392315504598,0.0,0.0
2022-05-22 14:58:08.450310,3.6175504948001453,15.34028549823422,34.010866693901384,47.21265923600844,68.59932265148885,102.36784208750323,73.41409437213336,71.62982987238112,,
2022-05-22 14:58:08.454309,4.990176124067985,18.686790679174532,42.43677789986614,63.78716724020493,59.89688014638374,54.539370874732974,21.997515022866494,-18.404327999059692,,
2022-05-22 14:58:08.458310,7.132611479000392,22.47927164415553,45.39302380315282,55.19802304130423,29.65614118313225,-12.352123146189646,-75.20543494759973,-66.28828045544061,,
2022-05-22 14:58:08.462310,8.405439077215775,26.53058714168865,38.19752047475797,25.265987934232925,-14.217031172064697,-69.65260178309308,-124.01632768271087,-83.50245937744464,,
2022-05-22 14:58:08.466310,9.844517199231426,26.53715654362894,25.460257865795988,-1.1871383231945016,-54.172251316674085,-66.99663417715341,-54.43525888238367,12.413828271161988,,
2022-05-22 14:58:08.470309,10.450361325789295,30.18001279072934,18.164244076329403,-28.576309486386872,-87.44920413024717,-52.7462177348937,19.86800248783082,87.74303409956255,,
2022-05-22 14:58:08.474310,12.149428743718275,24.99637785463675,1.0380793691838466,-55.82314421510564,-75.50346621904544,-0.09479816226427892,80.36057011166369,115.88496162143258,,
2022-05-22 14:58:08.478310,13.01828925934948,21.127038961533888,-15.714691639626805,-53.072037147432646,-33.67072221030066,45.29569779893401,118.05405936343591,2.570640818507711,,
2022-05-22 14:58:08.482310,13.94477143431268,16.29716942964835,-28.816667208247193,-56.92642817711466,15.426254149761885,95.07199189093663,25.75761228393921,-128.04050419707377,,
2022-05-22 14:58:08.486310,14.041630880427494,9.089596589774596,-43.58091694037333,-33.04167482654046,57.4868890213863,74.11433104416271,-65.36520848749915,-73.49828925246126,,
2022-05-22 14:58:08.490309,13.968994867255372,2.100024570701299,-40.707675443521644,-5.060069484132087,69.6672306341878,9.224065920688624,-117.94122401484401,-15.149775078151865,,
2022-05-22 14:58:08.494310,14.002869680369798,-4.605570040740476,-42.723597556762485,22.774464690317142,72.89616886891177,-54.89417037806847,-88.29371179855826,91.6922569433293,,
2022-05-22 14:58:08.498310,14.388313834697794,-11.861652766593979,-35.423625942989595,47.00246694123897,26.38007848024292,-71.43390180833356,6.18310347512872,77.37810944677044,,
2022-05-22 14:58:08.502310,13.47235714990203,-16.261599871565547,-18.762367596638157,62.52435420853675,-17.543278882039143,-61.86978697918543,74.81875571739178,28.012197173873844,,
2022-05-22 14:58:08.506430,12.76838255825288,-21.58194232796422,-7.151517269542442,49.6966241159156,-43.12419146529993,-26.814132054429887,74.17554124498415,-67.04064094730242,,
2022-05-22 14:58:08.510430,11.934210722968645,-26.8158541233582,10.004766357267066,32.1795015071357,-66.71012490533262,51.924532844865944,50.90589367806015,-142.58864746199993,,
2022-05-22 14:58:08.514430,10.597448753995227,-29.789655435923066,22.57261793633129,14.296426648727781,-72.8779450177159,98.09703970290252,-30.213011763286538,-50.17770166383991,,
2022-05-22 14:58:08.518430,9.379996311270137,-27.363596650972802,30.285160176223382,-13.502559028908951,-29.559420125569666,90.3170030933676,-106.92785606382654,54.0659453712335,,
2022-05-22 14:58:08.522430,8.703993951765407,-26.463612361982978,37.650189593229214,-47.43372753772794,16.00863093446953,27.43006232280847,-77.95658233286133,157.9170853343026,,
2022-05-22 14:58:08.526430,6.5895018803357726,-25.13318297589649,46.4096876228062,-50.903105465539944,47.082833738010066,-39.77478423797321,-6.342051219515454,47.839847209030474,,
2022-05-22 14:58:08.530430,5.3715606420712465,-19.780382258525833,38.294182938801264,-44.502636214359995,78.66229636749343,-56.90208538087331,52.76524993850245,-40.89002148482563,,
2022-05-22 14:58:08.534430,3.658395490926119,-12.505182807008625,28.50376198909547,-40.755878044254985,68.32872196370211,-94.19548345042305,72.4540927907365,-85.44009209518701,,
2022-05-22 14:58:08.538430,1.6880268165198749,-5.958016865978006,10.822827392811519,-16.386853333888492,30.061093829683987,-52.050345707764784,61.67772820357794,-96.19357344453859,,
2022-05-22 14:58:08.542430,-1.7909255036447158e-14,1.5060433442974723,-4.099623864205674,8.22277752542894,-13.275347572853907,23.612718047861346,-33.44760475457333,30.992457898061616,,
2022-05-22 14:58:08.546430,-1.8116535581664794,8.842769991235881,-18.835958733329573,39.83251440652606,-46.90992405440889,79.04266534559827,-76.77574597278213,72.50607025296664,,
2022-05-22 14:58:08.550430,-3.5333369047600587,16.300983003069053,-32.32620300001953,52.99917260996852,-75.91960973047125,102.53395052066611,-68.91344125051268,94.7970856081989,,
2022-05-22 14:58:08.554430,-5.404968963131403,19.416848470156598,-38.58213960373258,59.58116741330206,-63.04859656327578,40.394478394402775,-20.416572186596643,-17.284257878306597,,
2022-05-22 14:58:08.558430,-6.751529904058827,25.305152209722085,-47.55891585558257,39.87411333309362,-24.020240944956818,-13.313985052358248,50.332215237480035,-116.35626191833356,,
2022-05-22 14:58:08.562430,-8.399313420431616,29.47970578417433,-34.072820038473594,26.18395332104721,16.48622366732084,-77.7290242290621,89.72922672875158,-57.61172812642937,,
2022-05-22 14:58:08.566651,-9.23727070324172,30.54129337213836,-31.339742291096897,-1.2909834473212924,60.605520247743215,-73.03883959765324,46.49641096076505,8.846347269615293,,
2022-05-22 14:58:08.570651,-11.242348538859504,27.353691083088663,-14.671369413494055,-30.915402026299876,74.98992485255182,-57.504847975580084,-14.558073184463145,100.65800607924544,,
2022-05-22 14:58:08.574651,-12.197919579758775,22.811634271243467,-1.1117569185083938,-44.907612909924275,59.9485139884302,-0.10255426776223855,-105.12459147407759,86.99923966056565,,
2022-05-22 14:58:08.578651,-13.06222770086297,22.735195998062856,13.027068712187555,-63.879148098879234,22.096462094130114,44.43436984464022,-94.8750050780362,3.839918421915701,,
2022-05-22 14:58:08.582651,-13.250310031715376,16.65116819364247,27.096178440155292,-60.68140213195799,-14.639027121071047,69.79822727074968,-40.74455309282843,-81.30611597567125,,
2022-05-22 14:58:08.586651,-14.291902760674235,8.355406940699789,41.244262085031394,-35.86178344451268,-54.00667077548252,51.451725968367356,40.97889296347532,-83.4179428475349,,
2022-05-22 14:58:08.590651,-14.096504508968255,2.005789056705222,37.17974664407979,-4.904868428202181,-83.26243488391746,12.687488191409674,65.79050721341152,-16.635974910461556,,
2022-05-22 14:58:08.594651,-13.826187232792956,-5.266549201174542,35.67338064679186,25.99774252839191,-65.4097899093308,-64.0812841996417,55.07047633674091,118.76583365854798,,
2022-05-22 14:58:08.598651,-14.115972338176507,-10.969484618716846,34.96991356932293,53.218734377618546,-30.39270859828525,-60.19366674897575,-4.420874578581933,139.248543462457,,
2022-05-22 14:58:08.602651,-13.292791503987736,-17.0765729819751,22.117603151725522,65.0017909964973,12.70105437425004,-91.5849221313869,-84.90527043013071,30.50030237774391,,
2022-05-22 14:58:08.606651,-12.652594576283,-21.864420824099984,7.061121703068318,58.99746431292868,51.24630460688452,-24.382306891478272,-100.64333929048534,-92.13063816249395,,
2022-05-22 14:58:08.610651,-11.396937376428454,-25.07631410383806,-8.84882158303239,32.53153247546031,64.54744453629202,28.545998727665296,-52.734510199866556,-86.36518667873021,,
2022-05-22 14:58:08.614651,-10.940397694059692,-26.618026034137497,-21.29767774228682,13.040516753362661,73.72131660758279,65.22611270843993,44.297209911341845,-28.27853727853543,,
2022-05-22 14:58:08.618651,-9.221806050117149,-27.08663529479258,-39.848369066539604,-16.978422488388848,27.999018124602976,93.45504853180432,105.24260261379784,44.20843649978212,,
2022-05-22 14:58:08.622651,-8.293238082354485,-27.67759839417095,-41.94689578979999,-38.65378982656579,-16.75814541253718,26.966857010154236,73.48569009678705,68.70924499616868,,
2022-05-22 14:58:08.627318,-6.597917711075133,-23.927980279798085,-38.32998882268949,-49.8003862887166,-50.148044867586364,-28.77867977161143,6.71179302912274,61.38242930199224,,
2022-05-22 14:58:08.631318,-5.189355188943625,-17.245751290826842,-41.17432997315601,-47.773896945990884,-61.666096562338566,-97.91805105421516,-50.26760782281248,-69.58923739097759,,
2022-05-22 14:58:08.635318,-3.4116752678483757,-13.487584233746574,-24.230659447167046,-36.282073862716516,-68.22920829553296,-76.98638044754767,-111.44671051671412,-133.3710037612563,,
2022-05-22 14:58:08.639318,-1.850132231320303,-5.857650614250438,-10.441527108418434,-17.231614347531337,-35.584566047736374,-40.893933898451216,-55.39047738746205,-70.12586777813334,,
